#,ESTABLECIMIENTO,TIPO,CALLE,NUMERO,DEPTO,PARTIDO,PROVINCIA,GMAPS,PROFESIONAL,SERVICIO,AREA,HORARIOS,TELEFONO,EMAIL,WEB,COMENTARIOS,
382,"UNIDAD SANITARIA ""VILLA CORINA""",Público,Pierres,,,Villa Dominico,Buenos Aires,https://goo.gl/maps/FTBMbFLpcdMc81oq6,,Testeo VIH y otras ITS,,Jueves 15:00:00 - 17:00:00,(011) 4207-0046,,,,
383,"UNIDAD SANITARIA ""VILLA CORINA""",Público,Pierres,,,Villa Dominico,Buenos Aires,https://goo.gl/maps/FTBMbFLpcdMc81oq6,,Tratamiento VIH,,Jueves 15:00:00 - 17:00:00,(011) 4207-0046,,,,
113,"CENTRO MUNICIPAL DE CUIDADO FAMILIAR Y COMUNITARIO ""VILLA AZUL""",Público,Av. Ramón Franco,,,Wilde,Buenos Aires,https://goo.gl/maps/LB7b7skTNFtEyeHZ7,,Salud reproductiva,,Jueves 14:00:00 - 18:00:00,(011) 2004-1009,,,,
114,"CENTRO MUNICIPAL DE CUIDADO FAMILIAR Y COMUNITARIO ""VILLA AZUL""",Público,Av. Ramón Franco,,,Wilde,Buenos Aires,https://goo.gl/maps/LB7b7skTNFtEyeHZ7,,Endocrinología / Hormonización,,Jueves 14:00:00 - 18:00:00,(011) 2004-1009,,,,
115,"CENTRO MUNICIPAL DE CUIDADO FAMILIAR Y COMUNITARIO ""VILLA AZUL""",Público,Av. Ramón Franco,,,Wilde,Buenos Aires,https://goo.gl/maps/LB7b7skTNFtEyeHZ7,,Servicio Social,,Jueves 14:00:00 - 18:00:00,(011) 2004-1009,,,No estan dando asesoria actualmente,
116,"CENTRO MUNICIPAL DE CUIDADO FAMILIAR Y COMUNITARIO ""VILLA AZUL""",Público,Av. Ramón Franco,,,Wilde,Buenos Aires,https://goo.gl/maps/LB7b7skTNFtEyeHZ7,,Testeo VIH y otras ITS,,Jueves 14:00:00 - 18:00:00,(011) 2004-1009,,,,
117,"CENTRO MUNICIPAL DE CUIDADO FAMILIAR Y COMUNITARIO ""VILLA AZUL""",Público,Av. Ramón Franco,,,Wilde,Buenos Aires,https://goo.gl/maps/LB7b7skTNFtEyeHZ7,,Tratamiento VIH,,Jueves 14:00:00 - 18:00:00,(011) 2004-1009,,,,
375,"UNIDAD SANITARIA ""DR. PEDRO ELUSTONDO""",Público,Avellaneda,1147,,Bernal,Buenos Aires,"https://www.google.com/maps/place/Avellaneda+1147,+Bernal+Oeste,+Provincia+de+Buenos+Aires/@-34.721053,-58.2994882,17z/data=!3m1!4b1!4m5!3m4!1s0x95a32df18ba12d5d:0x67fc6a5398908541!8m2!3d-34.721053!4d-58.2972995",,Salud reproductiva,,Lunes 10:00:00 - 14:00:00,,,,"43503000 int 4308, Actualmente se encuentran sin telefono",
376,"UNIDAD SANITARIA ""DR. PEDRO ELUSTONDO""",Público,Avellaneda,1147,,Bernal,Buenos Aires,"https://www.google.com/maps/place/Avellaneda+1147,+Bernal+Oeste,+Provincia+de+Buenos+Aires/@-34.721053,-58.2994882,17z/data=!3m1!4b1!4m5!3m4!1s0x95a32df18ba12d5d:0x67fc6a5398908541!8m2!3d-34.721053!4d-58.2972995",,Ginecología,,Lunes 10:00:00 - 14:00:00,,,,"No hay otros medios para comunicarse, solamente de manera presencial",
377,"UNIDAD SANITARIA ""DR. PEDRO ELUSTONDO""",Público,Avellaneda,1147,,Bernal,Buenos Aires,"https://www.google.com/maps/place/Avellaneda+1147,+Bernal+Oeste,+Provincia+de+Buenos+Aires/@-34.721053,-58.2994882,17z/data=!3m1!4b1!4m5!3m4!1s0x95a32df18ba12d5d:0x67fc6a5398908541!8m2!3d-34.721053!4d-58.2972995",,Endocrinología / Hormonización,,Lunes 10:00:00 - 14:00:00,,,,,
378,"UNIDAD SANITARIA ""DR. PEDRO ELUSTONDO""",Público,Avellaneda,1147,,Bernal,Buenos Aires,"https://www.google.com/maps/place/Avellaneda+1147,+Bernal+Oeste,+Provincia+de+Buenos+Aires/@-34.721053,-58.2994882,17z/data=!3m1!4b1!4m5!3m4!1s0x95a32df18ba12d5d:0x67fc6a5398908541!8m2!3d-34.721053!4d-58.2972995",,Salud bucal,,Lunes 10:00:00 - 14:00:00,,,,,
304,"Hospital Subzonal Materno Infantil ""Dr. Eduardo Oller"" - Consultorio de Salud Sexual Integral, Género y Diversidades",Público,Av. 844,2100,,San Francisco Solano,Buenos Aires,"https://www.google.com/maps/place/48Q36MFV%2B35/@-34.7773125,-58.3070625,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.7773125!4d-58.3070625",Dra. Laura Sasso,Atención médica general,,"MARTES, MIÉRCOLES, JUEVES - DE TARDE Se atiende de lunes a viernes por la mañana, y de martes a jueves también por la tarde. La médica (Dra. Laura Sasso) está de martes a jueves, el resto de los días hay otros profesionales que cubren otras prácticas y atenciones",(011) 4212-2976,,,"La médica (Dra. Laura Sasso) está de martes a jueves, el resto de los días hay otros profesionales que cubren otras prácticas y atenciones",
305,"Hospital Subzonal Materno Infantil ""Dr. Eduardo Oller"" - Consultorio de Salud Sexual Integral, Género y Diversidades",Público,Av. 844,2100,,San Francisco Solano,Buenos Aires,"https://www.google.com/maps/place/48Q36MFV%2B35/@-34.7773125,-58.3070625,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.7773125!4d-58.3070625",Dra. Laura Sasso,Endocrinología / Hormonización,,"MARTES, MIÉRCOLES, JUEVES - DE TARDE Se atiende de lunes a viernes por la mañana, y de martes a jueves también por la tarde",(011) 4212-2976,,,,
384,UNIDAD SANITARIA ARAOZ ALFARO - CONSULTORIO INCLUSIVO TRANSVIVIR,Público,Av. Pres. Hipólito Yrigoyen,10046,,Lomas de Zamora,Buenos Aires,"https://www.google.com/maps/place/Av.+Hipolito+Yrigoyen+10046,+Temperley,+Provincia+de+Buenos+Aires/@-34.7731715,-58.4069951,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcd2eff04d219f:0x40c435cea05b2ce3!8m2!3d-34.7731715!4d-58.4048064",,Endocrinología / Hormonización,,"LUNES, MIÉRCOLES 12:00",(011) 4239-9689,,,,
397,UNIDAD SANITARIA MALVINAS ARGENTINAS - CONSULTORIO DIVERSIDAD,Público,Ing. Guillermo Marconi,,,Palomar,Buenos Aires,"https://www.google.com/maps/place/Centro+De+Salud+Malvinas+Argentinas/@-34.6263198,-58.5812762,17z/data=!3m1!4b1!4m13!1m7!3m6!1s0x95bcb872fcb386f9:0x134dea56f6aea20a!2sIngeniero+Guillermo+Marconi+%26+Cacique+Namuncura,+El+Palomar,+Provincia+de+Buenos+Aires!3b1!8m2!3d-34.6264501!4d-58.5794565!3m4!1s0x95bcb872e40e1943:0x11dfbdc80e9e4a0c!8m2!3d-34.6263198!4d-58.5790875",,Psicología / Psiquiatría,,MIÉRCOLES 08:00:00 - 17:00:00,(011) 46569488,,,,
398,UNIDAD SANITARIA MALVINAS ARGENTINAS - CONSULTORIO DIVERSIDAD,Público,Ing. Guillermo Marconi,,,Palomar,Buenos Aires,"https://www.google.com/maps/place/Centro+De+Salud+Malvinas+Argentinas/@-34.6263198,-58.5812762,17z/data=!3m1!4b1!4m13!1m7!3m6!1s0x95bcb872fcb386f9:0x134dea56f6aea20a!2sIngeniero+Guillermo+Marconi+%26+Cacique+Namuncura,+El+Palomar,+Provincia+de+Buenos+Aires!3b1!8m2!3d-34.6264501!4d-58.5794565!3m4!1s0x95bcb872e40e1943:0x11dfbdc80e9e4a0c!8m2!3d-34.6263198!4d-58.5790875",,Endocrinología / Hormonización,,MIÉRCOLES 08:00:00 - 17:00:00,(011) 46569488,,,,
399,UNIDAD SANITARIA MALVINAS ARGENTINAS - CONSULTORIO DIVERSIDAD,Público,Ing. Guillermo Marconi,,,Palomar,Buenos Aires,"https://www.google.com/maps/place/Centro+De+Salud+Malvinas+Argentinas/@-34.6263198,-58.5812762,17z/data=!3m1!4b1!4m13!1m7!3m6!1s0x95bcb872fcb386f9:0x134dea56f6aea20a!2sIngeniero+Guillermo+Marconi+%26+Cacique+Namuncura,+El+Palomar,+Provincia+de+Buenos+Aires!3b1!8m2!3d-34.6264501!4d-58.5794565!3m4!1s0x95bcb872e40e1943:0x11dfbdc80e9e4a0c!8m2!3d-34.6263198!4d-58.5790875",,Testeo VIH y otras ITS,,MIÉRCOLES 08:00:00 - 17:00:00,(011) 46569488,,,,
29,CAPS N° 16,Público,,,,General Rodríguez,Buenos Aires,"https://www.google.com/maps/place/48Q392PW%2BR4/@-34.6129375,-58.9546875,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.6129375!4d-58.9546875",,Atención médica general,,Lunes a Vienes 08:00:00 - 17:00:00,,,,"Actualmente reubicandose, aun no tienen un numero al cual comunicarse",
13,"CAPS ""LA ESMERALDA"" - ATENCIÓN INTEGRAL DIVERSIDAD SEXUAL",Público,Av. Padre Obispo J. Novak,2266,,Florencio Varela,Buenos Aires,"https://www.google.com/maps/place/Av.+Padre+Obispo+Jorge+Novak+2266,+Florencio+Varela,+Provincia+de+Buenos+Aires/@-34.8201618,-58.2873306,17z/data=!3m1!4b1!4m5!3m4!1s0x95a32bd730a3f53f:0xb90d4c7e8ed26c6f!8m2!3d-34.8201618!4d-58.2851419",,Psicología / Psiquiatría,,Lunes a Vienes 08:00:00 - 17:00:00,(011) 4237-3423,,,Nadie responde ,
14,"CAPS ""LA ESMERALDA"" - ATENCIÓN INTEGRAL DIVERSIDAD SEXUAL",Público,Av. Padre Obispo J. Novak,2266,,Florencio Varela,Buenos Aires,"https://www.google.com/maps/place/Av.+Padre+Obispo+Jorge+Novak+2266,+Florencio+Varela,+Provincia+de+Buenos+Aires/@-34.8201618,-58.2873306,17z/data=!3m1!4b1!4m5!3m4!1s0x95a32bd730a3f53f:0xb90d4c7e8ed26c6f!8m2!3d-34.8201618!4d-58.2851419",,Ginecología,,Lunes a Vienes 08:00:00 - 17:00:00,(011) 4237-3423,,,,
15,"CAPS ""LA ESMERALDA"" - ATENCIÓN INTEGRAL DIVERSIDAD SEXUAL",Público,Av. Padre Obispo J. Novak,2266,,Florencio Varela,Buenos Aires,"https://www.google.com/maps/place/Av.+Padre+Obispo+Jorge+Novak+2266,+Florencio+Varela,+Provincia+de+Buenos+Aires/@-34.8201618,-58.2873306,17z/data=!3m1!4b1!4m5!3m4!1s0x95a32bd730a3f53f:0xb90d4c7e8ed26c6f!8m2!3d-34.8201618!4d-58.2851419",,Atención médica general,,Lunes a Vienes 08:00:00 - 17:00:00,(011) 4237-3423,,,,
109,Centro de Salud Villa Vatteone,Público,Av. 12 de Octubre,363,,Florencio Varela,Buenos Aires,https://goo.gl/maps/vxULcaDNJHv,,Endocrinología / Hormonización,,Lunes a Viernes 08:00:00 - 14:00:00,(011) 4287-3160,,,"Nadie responde, es el unico numero que aparece en internet.",
259,Hospital Municipal Dr. Angel Pintos,Público,Amado Diab,270,,Azul,Buenos Aires,https://goo.gl/maps/QQDNa5Gt51F2,,Salud reproductiva,Consultorio Diversidad,Lunes a Viernes 8 a 13 hs.,02281 43 5200 int 433127,,,Sexología: Miércoles 17 hs.,
30,CAPS N° 22 RANELAGH,Público,Calle 359,,,Ranelagh,Buenos Aires,"https://www.google.com/maps/place/Calle+303+%26+Calle+359,+B1886+Ranelagh,+Provincia+de+Buenos+Aires/@-34.7907139,-58.2116011,17z/data=!4m13!1m7!3m6!1s0x95a32894ea361a95:0xd224d77af1878c08!2sCalle+303+%26+Calle+359,+B1886+Ranelagh,+Provincia+de+Buenos+Aires!3b1!8m2!3d-34.7901676!4d-58.2104746!3m4!1s0x95a32894ea361a95:0xd224d77af1878c08!8m2!3d-34.7901676!4d-58.2104746",,Salud reproductiva,,Miércoles 15:00:00 - 18:00:00,(011) 4356-9200 int. 2022,,,"Nadie responde, es el unico numero que aparece en internet.",
31,CAPS N° 22 RANELAGH,Público,Calle 359,,,Ranelagh,Buenos Aires,"https://www.google.com/maps/place/Calle+303+%26+Calle+359,+B1886+Ranelagh,+Provincia+de+Buenos+Aires/@-34.7907139,-58.2116011,17z/data=!4m13!1m7!3m6!1s0x95a32894ea361a95:0xd224d77af1878c08!2sCalle+303+%26+Calle+359,+B1886+Ranelagh,+Provincia+de+Buenos+Aires!3b1!8m2!3d-34.7901676!4d-58.2104746!3m4!1s0x95a32894ea361a95:0xd224d77af1878c08!8m2!3d-34.7901676!4d-58.2104746",,Endocrinología / Hormonización,,Miércoles 15:00:00 - 18:00:00,(011) 4356-9200 int. 2022,,,,
231,Hospital Jose María Ramos Mejía,Público,General Urquiza,609,,Balvanera,CABA,https://goo.gl/maps/npMgdKi7xfE2,,Testeo VIH y otras ITS,,,011 4931 1884,,,Se realiza test rápido de VIH,
232,Hospital Jose María Ramos Mejía,Público,General Urquiza,609,,Balvanera,CABA,https://goo.gl/maps/npMgdKi7xfE2,,Tratamiento VIH,,,011 4931 1884,,,,
181,Hospital de Infecciosas Francisco Javier Muñiz,Público,Uspallata,2272,,Parque Patricios,CABA,https://goo.gl/maps/PRkVAPoDpW92,,Testeo VIH y otras ITS,Infectología,,011 4304 2180,,,,
8,Barrios de Pie distrito Avellaneda,Público,Av. Bartolome Mitre,1620,,Avellaneda,Buenos Aires,https://goo.gl/maps/1inS6de6WbRedymk8,,Servicio Social,,,1135016153,somosenavellaneda@gmail.com,,a este numero tampoco responden 011 6171-5513,
182,Hospital de Infecciosas Francisco Javier Muñiz,Público,Uspallata,2272,,Parque Patricios,CABA,https://goo.gl/maps/PRkVAPoDpW92,Grupo Trans Vivir,Grupos de pares,,Lunes 14 a 17 hs.,011 4304 2180,,http://www.buenosaires.gob.ar/hospitalmuniz,,
153,"Dirección de Diversidad de la Subsecretaría de Mujeres, Géneros",Público,Av Belgrano,1124,Planta baja,Avellaneda,Buenos Aires,https://goo.gl/maps/k2XUsPhNsugdTwVb7,Romina Bustamante,Salud reproductiva,,,1136888699,romina_busrez@hotmail.com,,,
154,"Dirección de Diversidad de la Subsecretaría de Mujeres, Géneros",Público,Av Belgrano,1124,Planta baja,Avellaneda,Buenos Aires,https://goo.gl/maps/k2XUsPhNsugdTwVb7,Romina Bustamante,Servicio Social,,,1136888699,romina_busrez@hotmail.com,,,
155,"Dirección de Diversidad de la Subsecretaría de Mujeres, Géneros",Público,Av Belgrano,1124,Planta baja,Avellaneda,Buenos Aires,https://goo.gl/maps/k2XUsPhNsugdTwVb7,Romina Bustamante,Cirugías de afirmación de género,,,1136888699,romina_busrez@hotmail.com,,,
355,Sanatorio Regional Luján de Cuyo,Privado,San Martín,928,,Luján de Cuyo,Mendoza,https://goo.gl/maps/kGVEDoQ9X1D2,"BECHARA MARIA TERESA (sabados), MARIANETTI GUSTAVO (viernes), ROSSLER GISELA (miercoles)",Atención médica general,,"Sabado de 11 a 11:40, Viernes de 15 a 19:30, miercoles de8:30 a 10:30",(0261) 498-0224/ 0434 Whatsapp 2612054526,info@sregional.com.ar,http://www.sregional.com.ar,,
173,Hogar de Cristo,Público,Av. del Barco Centenera,1967,,Parque Chacabuco,CABA,"https://www.google.com/maps/place/Av.+del+Barco+Centenera+1967,+C1424+CABA/@-34.641371,-58.4412525,15z/data=!4m5!3m4!1s0x95bccbb090800f85:0x272431016079f665!8m2!3d-34.6413754!4d-58.4324978",,Servicio Social,Santiago,,1161455615,casamasantonio@gmail.com,,,
137,Consultorio Amigable Chivilcoy,Público,Av. 9,,,Chivilcoy,Buenos Aires,"https://www.google.com/maps/place/Av.+Pastor+Obligado+%26+Av.+Protesta+de+los+Labradores,+Chivilcoy,+Provincia+de+Buenos+Aires/@-34.882449,-60.0046146,17z/data=!3m1!4b1!4m5!3m4!1s0x95bea5682ad35349:0xd5d909d6726a0f29!8m2!3d-34.8824534!4d-60.0024259",Victoria Ocampo,Salud reproductiva,,,2346574405,vic4485@hotmail.com,,,
138,Consultorio Amigable Chivilcoy,Público,Av. 9,,,Chivilcoy,Buenos Aires,"https://www.google.com/maps/place/Av.+Pastor+Obligado+%26+Av.+Protesta+de+los+Labradores,+Chivilcoy,+Provincia+de+Buenos+Aires/@-34.882449,-60.0046146,17z/data=!3m1!4b1!4m5!3m4!1s0x95bea5682ad35349:0xd5d909d6726a0f29!8m2!3d-34.8824534!4d-60.0024259",Victoria Ocampo,Atención médica general,,,2346574405,vic4485@hotmail.com,,,
139,"Consultorio de Diversidad ""San Martín""",Público,Av.Márquez,,,José León Suárez,Buenos Aires,"https://www.google.com/maps/place/Hospital+Fleming/@-34.5406857,-58.5969434,14z/data=!4m8!1m2!2m1!1sAv.Márquez+y+San+Ramón,+jose+leon+suarez+!3m4!1s0x0:0xcb09d6882b433e0d!8m2!3d-34.5460763!4d-58.5811776",Fiorella Genesis,Salud reproductiva,,,4580-1066 / 1050,genesis.fiorella@hotmail.com,,,
140,"Consultorio de Diversidad ""San Martín""",Público,Av.Márquez,,,José León Suárez,Buenos Aires,"https://www.google.com/maps/place/Hospital+Fleming/@-34.5406857,-58.5969434,14z/data=!4m8!1m2!2m1!1sAv.Márquez+y+San+Ramón,+jose+leon+suarez+!3m4!1s0x0:0xcb09d6882b433e0d!8m2!3d-34.5460763!4d-58.5811776",Fiorella Genesis,Atención médica general,,,4580-1066 / 1050,genesis.fiorella@hotmail.com,,,
141,"Consultorio de Diversidad ""San Martín""",Público,Av.Márquez,,,José León Suárez,Buenos Aires,"https://www.google.com/maps/place/Hospital+Fleming/@-34.5406857,-58.5969434,14z/data=!4m8!1m2!2m1!1sAv.Márquez+y+San+Ramón,+jose+leon+suarez+!3m4!1s0x0:0xcb09d6882b433e0d!8m2!3d-34.5460763!4d-58.5811776",,Servicio Social,,,4580-1066 / 1050,genesis.fiorella@hotmail.com,,,
366,Subsecretaría de Infancias y adolescencias Trans,Público,Av. Jujuy,1343,,Almagro,CABA,"https://www.google.com/maps/place/Av.+Jujuy+1343,+C1247ABB+CABA/@-34.6255926,-58.4039647,17z/data=!3m1!4b1!4m5!3m4!1s0x95bccb1db510abd3:0xc1c0066ac7c9010c!8m2!3d-34.625597!4d-58.401776",Lisandro Cottone,Atención médica general,,Martes 9 a 12 con turno (por video llamada),1167929324,infanciasyadolescenciastrans@gmail.com,,,
330,La Rosa Naranja,Organización Social,Santiago del Estero,1376,,Constitución,CABA,"https://www.google.com/maps/place/Santiago+del+Estero+1376,+Buenos+Aires/@-34.6244271,-58.3864486,17z/data=!3m1!4b1!4m5!3m4!1s0x95bccb25eb2d2719:0x1830cb4309cdc7cc!8m2!3d-34.6244315!4d-58.3842599",Marcela Tobaldi,Salud reproductiva,,,1166459014,info@larosanaranja.org,,No responden a ese numero. Esperando respuesta al Mail.,
331,La Rosa Naranja,Organización Social,Santiago del Estero,1376,,Constitución,CABA,"https://www.google.com/maps/place/Santiago+del+Estero+1376,+Buenos+Aires/@-34.6244271,-58.3864486,17z/data=!3m1!4b1!4m5!3m4!1s0x95bccb25eb2d2719:0x1830cb4309cdc7cc!8m2!3d-34.6244315!4d-58.3842599",Marcela Tobaldi,Grupos de pares,,,1166459014,info@larosanaranja.org,,No responden a ese numero. Esperando respuesta al Mail.,
332,La Rosa Naranja,Organización Social,Santiago del Estero,1376,,Constitución,CABA,"https://www.google.com/maps/place/Santiago+del+Estero+1376,+Buenos+Aires/@-34.6244271,-58.3864486,17z/data=!3m1!4b1!4m5!3m4!1s0x95bccb25eb2d2719:0x1830cb4309cdc7cc!8m2!3d-34.6244315!4d-58.3842599",Marcela Tobaldi,Servicio Social,,,1166459014,info@larosanaranja.org,,No responden a ese numero. Esperando respuesta al Mail.,
371,"UNIDAD SANITARIA ""DOCK SUD""",Público,Mazzini,1325,,Dock Sud,Buenos Aires,"https://www.google.com/maps/place/48Q39M23%2B5M/@-34.6495625,-58.3458125,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.6495625!4d-58.3458125",,Endocrinología / Hormonización,,Martes 14:00:00 - 16:00:00,(011) 4205-9633,,,"No supieron repondersi daban este servicio, LLAMAR DENUEVO",
9,Barrios de Pie Feminismo Popular y Diversidad,Organización Social,Anchorena,345,,Balvanera,CABA,"https://www.google.com/maps/place/Dr.+Tomás+Manuel+de+Anchorena+345,+C1170+ACE,+Buenos+Aires/@-34.6059397,-58.4131916,17z/data=!3m1!4b1!4m5!3m4!1s0x95bccaf352b5fba7:0x8f0b76cdd820f985!8m2!3d-34.6059441!4d-58.4110029",,Servicio Social,,,1151596040,somosenavellaneda@gmail.com,,,
150,Cooperativa La Paquito,Organización Social,Arzobispo Espinosa,1167,,La Boca,CABA,"https://www.google.com/maps/place/Arzobispo+Espinosa+1165,+C1165+AAC,+Buenos+Aires/@-34.6334561,-58.3717474,17z/data=!3m1!4b1!4m5!3m4!1s0x95a334ca9b351065:0x3cb69f643bec7d2a!8m2!3d-34.6334605!4d-58.3695587",Diana Aravena,Servicio Social,,,1128718016,lapaquito@gmail.com,,ahora atienden espinosa al 1167,
159,Espacio Feminista de Mujeres y Disidencias FPDS,Organización Social,Olavarría,398,,La Boca,CABA,"https://www.google.com/maps/place/Olavarr%C3%ADa+398,+C1162+CABA/@-34.6361155,-58.3605419,17z/data=!3m1!4b1!4m5!3m4!1s0x95a334ba2c33ef23:0x74869eea9a29b910!8m2!3d-34.6361155!4d-58.3583532",Farelis Silva,Servicio Social,,,1169305498,proyectos.dsantillan@gmail.com,,,
365,Subsecretaría de DDHH y Pluralismo Cultural,Público,Juan Domingo Perón,3175,,Almagro,CABA,"https://www.google.com/maps/place/Pres.+Tte.+Gral.+Juan+Domingo+Perón+3175,+C1198+AAG,+Buenos+Aires/@-34.607765,-58.420249,15z/data=!4m5!3m4!1s0x95bccaf362f6c301:0x17a381ada5cf63f7!8m2!3d-34.6077694!4d-58.4114943",Natasha Steinberg,Servicio Social,,,1133209287,convivenciaenladiversidad@buenosaires.gob.ar,,El numero esta desactivado. Esperando respuestas en el Mail.,
149,Consultorio Trans Vivir de Lomas de Zamora,Público,Av. Hipólito Yrigoyen,10046,,Temperley,Buenos Aires,"https://www.google.com/maps/place/Av.+Hipolito+Yrigoyen+10046,+Temperley,+Provincia+de+Buenos+Aires/@-34.7731671,-58.4135611,15z/data=!4m5!3m4!1s0x95bcd2eff04d219f:0x40c435cea05b2ce3!8m2!3d-34.7731715!4d-58.4048064","Marcela Tobaldi, Silvana Sosa",Salud reproductiva,,,1164853289,sosasilvana07@gmail.com,,peservativos en catrobarro 130 entre vergara y alsina ,
6,BA VIHSIDA,Público,Sin dirección,,,La Plata,Buenos Aires,https://www.google.com.ar/maps/search/la%20plata?hl=es-419&source=opensearch,,Salud reproductiva,,,0221 429 29 81/85,ba.vihsida@gmail.com,,Abastecimiento de preservativos para organizaciones sociales.,
367,Trans Vivir Hospital Fernandez / toxicología,Público,Cerviño,3356,,Palermo,CABA,"https://www.google.com/maps/place/Hospital+General+de+Agudos+Dr.+Juan+A.+Fernández/@-34.5813889,-58.4069444,15z/data=!4m5!3m4!1s0x0:0xeb42c7229c2253c3!8m2!3d-34.5813889!4d-58.4069444",Ángeles Rojas,Consumo problemático de drogas/alcohol,,,115760375,,,tampoco atiende al 5032-6335,
350,"Registro de anotación voluntaria de personas travestis, transexuales /o transgénero",Público,Sin calle,,,CABA,CABA,"https://www.google.com.ar/maps/place/Buenos+Aires,+CABA/@-34.6156625,-58.5033386,12z/data=!3m1!4b1!4m5!3m4!1s0x95bcca3b4ef90cbd:0xa0b3812e88e88e87!8m2!3d-34.6036844!4d-58.3815591?hl=es-419",,Servicio Social,,,,registrocupotrans@mingeneros.gob.ar,https://www.argentina.gob.ar/generos/formulario-inscripcion-registro-cupo-laboral-travesti-trans,Formulario para inscribirse al Registro de aspirantes para ingresar al sector público nacional por cupo laboral travesti-trans,
369,UFEM - Unidad Especializada en Violencia contra las Mujeres,Público,Peron,667,2do piso,San Nicolás,CABA,"https://www.google.com/maps/place/Viamonte+1145,+C1053+ABW,+Buenos+Aires/@-34.6002964,-58.3854034,17z/data=!3m1!4b1!4m5!3m4!1s0x95bccac87f89316d:0x163e2e7952e40890!8m2!3d-34.6002964!4d-58.3832147",Nora Noe,Servicio Social,,"de lunes a viernes 9 a 17 (semi presencial, llamar primero)",6089 9074 (fiscalia),ufem@mps.gov.ar,https://www.mpf.gob.ar/ufem/,Toman denuncia pero no hacen asesoramiento,
165,Fiscalía especializada en Violencia de Género SUDESTE,Público,Bartolome Mitre,1735,4to y 7mo piso,San Nicolás,CABA,"https://www.google.com/maps/place/Bartolomé+Mitre+1735,+C1037+ABG,+Buenos+Aires/@-34.6078944,-58.393353,17z/data=!3m1!4b1!4m5!3m4!1s0x95bccac306f0173b:0xd25e41b5152d0324!8m2!3d-34.6078944!4d-58.3911643",,Servicio Social,,,"(011) 5295-2500, Int: 2416 / 5295-2525",,http://www.fiscalias.gob.ar/,,
163,Fiscalía especializada en Violencia de Género ESTE,Público,Antonio Beruti,3345,2do y 3er piso,Palermo,CABA,"https://www.google.com/maps/place/Beruti+3345,+C1425+BBQ,+Buenos+Aires/@-34.5871274,-58.4115428,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcca82436dc341:0x588b0a69f2dc27c0!8m2!3d-34.5871274!4d-58.4093541",,Servicio Social,,,011) 4014-1925 / 4014-1948,,http://www.fiscalias.gob.ar/,,
162,Fiscalía especializada en Violencia de Género de la Unidad Fiscal SUR,Público,Av. Paseo Colón,1333,"3er piso, Contra Frente y Frente",San Telmo,CABA,"https://www.google.com/maps/place/Av.+Paseo+Colón+1333,+C1063+ADA,+Buenos+Aires/@-34.6232821,-58.3706636,17z/data=!3m1!4b1!4m5!3m4!1s0x95a334d2799bf51f:0x63dbdf2e388142fc!8m2!3d-34.6232821!4d-58.3684749",,Servicio Social,,,(011) 5299-4400 Int: 4538 / 4579 /4566,,http://www.fiscalias.gob.ar/,,
160,"Fiscalía Especializada de violencia familiar, de género y contra la integridad sexual N° 2",Público,Avenida Comisionado José Indart,2676,1er piso,La Matanza,Buenos Aires,"https://www.google.com/maps/place/Comisionado+José+Indart+2676,+San+Justo,+Provincia+de+Buenos+Aires/@-34.682108,-58.5631384,16z/data=!4m5!3m4!1s0x95bcc626bfa128bb:0x68738a6bd2f88f7e!8m2!3d-34.682108!4d-58.558761",,Servicio Social,,,(011) 4482-3885 / 4441-1309,,https://www.mpba.gov.ar/mapa,,
167,Fiscalía vinculada a la violencia familiar y de género (UFIG 10),Público,Cristobal Colón,245,1er piso,Morón,Buenos Aires,"https://www.google.com/maps/place/Cristóbal+Colón+245,+Morón,+Provincia+de+Buenos+Aires/@-34.6507779,-58.6298626,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcc75edc46a539:0x86b2b7433b55a83d!8m2!3d-34.6507779!4d-58.6276739",,Servicio Social,,,(011) 4483-2294,,https://www.mpba.gov.ar/mapa.html,,
161,Fiscalía Especializada en Violencia de Género,Público,Ituzaingó,174,,San Isidro,Buenos Aires,"https://www.google.com/maps/place/Ituzaingó+174,+B1642+DPD,+Provincia+de+Buenos+Aires/@-34.4702164,-58.5158941,17z/data=!3m1!4b1!4m5!3m4!1s0x95bcb033fa9b71db:0xf9ebaf84ee9909b3!8m2!3d-34.4702164!4d-58.5137054",,Servicio Social,,,(011) 4743-8897 /4747-8569 / 4747-7358 (fax),,https://www.mpba.gov.ar/mapa.html,,
